I_size,D_size,L2_size,I_assoc,D_assoc,L2_assoc,cache_line,sim_seconds,CPI,D MR,I MR,L2 MR
32,8,4096,2,4,8,256,0.01533,3.065939,0.021231,0.000138,0.943484
32,8,4096,4,2,8,256,0.01565,3.130058,0.02828,0.000127,0.577159
32,8,4096,4,4,8,256,0.01533,3.065939,0.021231,0.000127,0.943739
64,128,1024,2,2,8,256,0.015613,3.122603,0.02062,0.00012,0.999278
64,128,1024,2,4,8,256,0.015613,3.122507,0.02062,0.00012,0.999218
64,128,1024,4,2,8,256,0.015612,3.122399,0.02062,0.000118,0.999324
64,128,1024,4,4,8,256,0.015613,3.122603,0.02062,0.000118,0.999263
64,128,256,2,2,8,256,0.015784,3.156747,0.02062,0.00012,0.999339
64,128,256,2,4,8,256,0.015682,3.136307,0.02062,0.00012,0.999278
64,128,256,4,2,8,256,0.01577,3.153952,0.02062,0.000118,0.999339
64,128,256,4,4,8,256,0.015682,3.136307,0.02062,0.000118,0.999278
64,128,4096,2,2,8,256,0.0153,3.05995,0.02062,0.00012,0.999278
64,128,4096,2,4,8,256,0.0153,3.059921,0.02062,0.00012,0.999218
64,128,4096,4,2,8,256,0.0153,3.060014,0.02062,0.000118,0.999324
64,128,4096,4,4,8,256,0.0153,3.059921,0.02062,0.000118,0.999263
64,16,1024,2,2,8,256,0.015618,3.123615,0.020712,0.00012,0.991484
64,16,1024,2,4,8,256,0.015612,3.122399,0.020627,0.00012,0.998618
64,16,1024,4,2,8,256,0.015619,3.123829,0.020712,0.000118,0.991528
64,16,1024,4,4,8,256,0.015612,3.122399,0.020627,0.000118,0.998663
64,16,256,2,2,8,256,0.015686,3.137172,0.020712,0.00012,0.991543
64,16,256,2,4,8,256,0.015679,3.135887,0.020627,0.00012,0.998678
64,16,256,4,2,8,256,0.015686,3.137233,0.020712,0.000118,0.991558
64,16,256,4,4,8,256,0.015679,3.135759,0.020627,0.000118,0.998693
64,16,4096,2,2,8,256,0.015306,3.061229,0.020712,0.00012,0.991484
64,16,4096,2,4,8,256,0.015301,3.060217,0.020627,0.00012,0.998618
64,16,4096,4,2,8,256,0.015306,3.061139,0.020712,0.000118,0.991528
64,16,4096,4,4,8,256,0.015301,3.060109,0.020627,0.000118,0.998663
64,32,1024,2,2,8,256,0.015618,3.123557,0.020702,0.00012,0.992431
64,32,1024,2,4,8,256,0.015612,3.122445,0.020623,0.00012,0.998993
64,32,1024,4,2,8,256,0.015618,3.123557,0.020702,0.000118,0.992475
64,32,1024,4,4,8,256,0.015612,3.122399,0.020623,0.000118,0.999038
64,32,256,2,2,8,256,0.015685,3.137002,0.020702,0.00012,0.992491
64,32,256,2,4,8,256,0.015679,3.135887,0.020623,0.00012,0.999053
64,32,256,4,2,8,256,0.015685,3.136942,0.020702,0.000118,0.992505
64,32,256,4,4,8,256,0.01568,3.135922,0.020623,0.000118,0.999068
64,32,4096,2,2,8,256,0.015306,3.061235,0.020702,0.00012,0.992431
64,32,4096,2,4,8,256,0.015299,3.059886,0.020623,0.00012,0.998993
64,32,4096,4,2,8,256,0.015305,3.061011,0.020702,0.000118,0.992475
64,32,4096,4,4,8,256,0.015299,3.059768,0.020623,0.000118,0.999038
64,64,1024,2,2,8,256,0.015613,3.122603,0.020622,0.00012,0.999083
64,64,1024,2,4,8,256,0.015613,3.122603,0.020622,0.00012,0.999098
64,64,1024,4,2,8,256,0.015612,3.122371,0.020622,0.000118,0.999128
64,64,1024,4,4,8,256,0.015611,3.122272,0.020622,0.000118,0.999143
64,64,256,2,2,8,256,0.01568,3.135983,0.020622,0.00012,0.999143
64,64,256,2,4,8,256,0.015679,3.135887,0.020622,0.00012,0.999158
64,64,256,4,2,8,256,0.01568,3.135983,0.020622,0.000118,0.999158
64,64,256,4,4,8,256,0.015679,3.135759,0.020622,0.000118,0.999173
64,64,4096,2,2,8,256,0.0153,3.059921,0.020622,0.00012,0.999083
64,64,4096,2,4,8,256,0.0153,3.059921,0.020622,0.00012,0.999098
64,64,4096,4,2,8,256,0.015298,3.059672,0.020622,0.000118,0.999128
64,64,4096,4,4,8,256,0.015298,3.059672,0.020622,0.000118,0.999143
64,8,1024,2,2,8,256,0.015963,3.192679,0.02828,0.00012,0.577224
64,8,1024,2,4,8,256,0.015641,3.128229,0.021231,0.00012,0.943913
64,8,1024,4,2,8,256,0.015965,3.193027,0.02828,0.000118,0.577239
64,8,1024,4,4,8,256,0.015641,3.128229,0.021231,0.000118,0.943953
64,8,256,2,2,8,256,0.01603,3.206059,0.02828,0.00012,0.577267
64,8,256,2,4,8,256,0.015708,3.141554,0.021231,0.00012,0.943984
64,8,256,4,2,8,256,0.01603,3.206054,0.02828,0.000118,0.577256
64,8,256,4,4,8,256,0.015708,3.141615,0.021231,0.000118,0.943981
64,8,4096,2,2,8,256,0.015651,3.130185,0.02828,0.00012,0.577224
64,8,4096,2,4,8,256,0.015328,3.065682,0.021231,0.00012,0.943913
64,8,4096,4,2,8,256,0.01565,3.130058,0.02828,0.000118,0.577239
64,8,4096,4,4,8,256,0.015328,3.065622,0.021231,0.000118,0.943953
8,128,1024,2,2,8,256,0.015614,3.122867,0.02062,0.000194,0.997329
8,128,1024,2,4,8,256,0.015613,3.122542,0.020621,0.000194,0.99727
8,128,1024,4,2,8,256,0.015612,3.122399,0.02062,0.000192,0.997359
8,128,1024,4,4,8,256,0.015613,3.122603,0.02062,0.000192,0.997299
8,128,256,2,2,8,256,0.015786,3.15723,0.02062,0.000193,0.997539
8,128,256,2,4,8,256,0.015784,3.156747,0.02062,0.000193,0.99748
8,128,256,4,2,8,256,0.015785,3.156903,0.020619,0.000192,0.997509
8,128,256,4,4,8,256,0.015781,3.156179,0.02062,0.000192,0.997449
8,128,4096,2,2,8,256,0.015303,3.060542,0.02062,0.000194,0.997329
8,128,4096,2,4,8,256,0.015301,3.060109,0.020621,0.000194,0.99727
8,128,4096,4,2,8,256,0.0153,3.059982,0.02062,0.000192,0.997359
8,128,4096,4,4,8,256,0.015301,3.060109,0.02062,0.000192,0.997299
8,16,1024,2,2,8,256,0.015619,3.123829,0.020712,0.000195,0.989565
